track_id,artist,track_name,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,lyrics
7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,233712,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977," A club isn't the best place to find a lover So the bar is where I go (Mm) Me and my friends at the table doin' shots Drinkin' fast and then we talk slow (Mm) And you come over and start up a conversation with just me And trust me, I'll give it a chance now (Mm) Take my hand, stop, put Van the Man on the jukebox And then we start to dance and now I'm singin' like  Girl, you know I want your love Your love was handmade for somebody like me Well, come on now, follow my lead I may be crazy, don't mind me Say, ""Boy, let's not talk too much"" Grab on my waist and put that body on me Well, come on now, follow my lead Come, come on now, follow my lead, mm  I'm in love with the shape of you We push and pull like a magnet do Although my heart is fallin' too I'm in love with your body And last night, you were in my room And now my bed sheets smell like you Every day, discoverin' somethin' brand new Well, I'm in love with your body"
0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,204346,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949," First things first I'ma say all the words inside my head I'm fired up and tired of The way that things have been, oh-ooh The way that things have been, oh-ooh  Second things second Don't you tell me what you think that I could be I'm the one at the sail I'm the master of my sea, oh-ooh The master of my sea, oh-ooh  I was broken from a young age Taking my sulkin' to the masses Writing my poems for the few That look at me, took to me, shook at me, feelin' me Singing from heartache from the pain Taking my message from the veins Speaking my lesson from the brain Seeing the beauty through the...  Pain! You made me a, you made me a Believer, believer Pain! You break me down, you build me up Believer, believer Pain! Oh, let the bullets fly, oh, let them rain My life, my love, my drive, it came from… Pain! You made me a, you made me a Believer, believer"
6habFhsOp2NvshLv26DqMb,Luis Fonsi,Despacito,229360,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928," [Intro: Luis Fonsi &  Daddy Yankee ] Ay, ¡Fonsi!  ¡D.Y.! Ooh, oh, no, oh, no, oh ¡Hey, yeah! Dididiri Daddy, go! Sí, sabes que ya llevo un rato mirándote Tengo que bailar contigo hoy ( ¡ D.Y.! ) Vi qu e tu mirada ya estaba llamándome Muéstrame el camino que yo voy [Verso 1: Luis Fonsi &  Daddy Yankee ] ¡Oh! Tú, tú eres el imán y yo soy el metal Me voy acercando y voy armando el plan Sólo con pensarlo se acelera el pulso ( ¡Oh, yeah! ) Ya, ya me está gustando más de lo normal Todos mis sentidos van pidiendo más Esto hay que tomarlo sin ningún apuro [Estribillo: Luis Fonsi &  Daddy Yankee ] Despacito Quiero respirar tu cuello despacito Deja que te diga cosas al oído Para que te acuerdes si no estás conmigo Despacito Quiero desnudarte a besos despacito Firmar las paredes de tu laberinto Y hacer de tu cuerpo todo un manuscrito ( Sube, sube, sube; sube, sube )"
5knuzwU65gJK7IF5yJsuaW,Clean Bandit,Rockabye,251088,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965," Call it love and devotion Call it a mom's adoration, foundation A special bond of creation, ha For all the single moms out there Goin' through frustration Clean Bandit, Sean da Paul Anne-Marie, sing, make them hear [Verse 1: Anne-Marie,  Sean Paul ] She works the nights by the water She's gone astray, so far away From her father's daughter She just wants a life for her baby All on her own, no one will come She's got to save him ( Daily struggle ) [Pre-Chorus: Anne-Marie,  Sean Paul ] She tells him, ""Ooh, love No one's ever gonna hurt you, love I'm gonna give you all of my love Nobody matters like you""  ( Stay up there, stay up there ) She tells him, ""Your life Ain't gon' be nothin' like my life ( Straight ) You're gonna grow and have a good life I'm gonna do what I've got to do""  ( Stay up there, stay up there )"
1rfofaqEpACxVEHIZBJe6W,Camila Cabello,Havana,217306,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988," Hey [Chorus: Camila Cabello &  Pharrell Williams ] Havana, ooh na-na ( Ayy ) Half of my heart is in Havana, ooh na-na ( Ayy, ayy ) He took me back to East Atlanta, na-na-na, ah Oh, but my heart is in Havana ( Ayy ) There's somethin' 'bout his manners ( Uh-huh ) Havana, ooh na-na ( Uh ) [Verse 1: Camila Cabello &  Pharrell Williams ] He didn't walk up with that ""how you doin'?"" ( Uh ) When he came in the room He said there's a lot of girls I can do with ( Uh ) But I can't without you I knew him forever in a minute ( Hey ) That summer night in June And papa says he got malo in him ( Uh ) He got me feelin' like... [Pre-Chorus: Camila Cabello &  Pharrell Williams ] Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (Ayy) I knew it when I met him (Ayy), I loved him when I left him Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh And then I had to tell him, I had to go Oh na-na-na-na-na ( Woo )"
1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,187146,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997," Just a young gun with a quick fuse I was uptight, wanna let loose I was dreaming of bigger things And wanna leave my own life behind Not a ""Yes, sir,"" not a follower Fit the box, fit the mold Have a seat in the foyer, take a number I was lightning before the thunder  Thunder, thunder Thunder, thun- Thunder, th-th-thunder, thunder Thunder, thunder, thun- Thunder, th-th-thunder, thunder  Thunder, feel the thunder  (Thunder, thunder, thun-) Lightning then the thunder  (Thunder, th-th-thunder, thunder) Thunder, feel the thunder  (Thunder, thunder, thun-, thun-) Lightning then the thunder, thunder, thunder  (Th-th-thunder) Thunder  (Thun-, thun-)  Kids were laughing in my classes While I was scheming for the masses Who do you think you are? Dreaming 'bout being a big star They say, ""You're basic,"" they say, ""You're easy"" You're always riding in the backseat Now I'm smiling from the stage While you were clapping in the nosebleeds"
1nueTG77MzNkJTKQ0ZdGzT,Maroon 5,Don't Wanna Know,214265,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047," Oh, hey Oh, oh hey Oh, oh, oh hey Uh oh, uh oh  I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, no I don't wanna know, know, know, know Who's taking you home, home, home, home And loving you so, so, so, so The way I used to love you, oh I don't wanna know  Wasted (Wasted) And the more I drink, the more I think about you Oh, no, no, I can't take it Baby, every place I go reminds me of you  Do you think of me? Of what we used to be? Is it better now that I'm not around? My friends are actin' strange, they don't bring up your name Are you happy now? Are you happy now?"
0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,263400,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05," I found a love for me Oh, darlin', just dive right in and follow my lead Well, I found a girl, beautiful and sweet Oh, I never knew you were the someone waitin' for me  'Cause we were just kids when we fell in love Not knowin' what it was I will not give you up this time But, darlin', just kiss me slow Your heart is all I own And in your eyes, you're holdin' mine  Baby, I'm dancin' in the dark with you between my arms Barefoot on the grass while listenin' to our favourite song When you said you looked a mess, I whispered underneath my breath But you heard it, ""Darlin', you look perfect tonight""  Well, I found a woman stronger than anyone I know She shares my dreams, I hope that, someday, I'll share her home I found a love to carry more than just my secrets To carry love, to carry children of our own"
0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,206693,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066," Ayy, ayy, ayy I got a condo in Manhattan Baby girl, what's happenin'? You and your ass invited So go on and get to clappin' So pop it for a player Pop, pop it for me Turn around and drop it for a player Drop, drop it for me I'll rent a beach house in Miami (-ami) Wake up with no jammies (Nope) Lobster tail for dinner Julio, serve that scampi (Julio!) You got it if you want it Got, got it if you want it Said, you got it if you want it Take my wallet if you want it now  Jump in the Cadillac, girl, let's put some miles on it Anything you want, just to put a smile on it You deserve it, baby, you deserve it all And I'm gonna give it to you  Gold jewelry shinin' so bright Strawberry champagne on ice Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like Sex by the fire at night Silk sheets and diamonds all white Lucky for you, that's what I like, that's what I like Lucky for you, that's what I like, that's what I like"
5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,211466,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043," I met you in the dark, you lit me up You made me feel as though I was enough We danced the night away, we drank too much I held your hair back when you were throwin' up  Then, you smiled over your shoulder For a minute, I was stone-cold sober I pulled you closer to my chest And you asked me to stay over I said, ""I already told ya I think that you should get some rest""  I knew I loved you then, but you'd never know 'Cause I played it cool when I was scared of letting go I knew I needed you, but I never showed But I wanna stay with you until we're grey and old  Just say you won't let go Just say you won't let go  I'll wake you up with some breakfast in bed I'll bring you coffee with a kiss on your head And I'll take the kids to school, wave them goodbye And I'll thank my lucky stars for that night"
